filename,emotion,category,rationale,polarity,subjectivity,annotator
jean-degottex_antee-iii-1956.jpg,fear,MAX,The black object in the center looks very menacing to the rest of the canvas.,,,annotator_28
jean-degottex_antee-iii-1956.jpg,fear,MAX,mixture of black colors make me fear,,,annotator_66
jean-degottex_antee-iii-1956.jpg,fear,MAX,paint little collapse,,,annotator_280
jean-degottex_antee-iii-1956.jpg,fear,MAX,violent scarey evil,,,annotator_306
jean-degottex_antee-iii-1956.jpg,fear,MAX,paint little collapse,,,annotator_280
richard-mortensen_ajaccio-i-1959.jpg,anger,MIN,There is some positive aspect in the design which invokes positive emotions and not anger,,,annotator_234
richard-mortensen_ajaccio-i-1959.jpg,anger,MIN,This is different as in something you could not expect to see.,,,annotator_62
richard-mortensen_ajaccio-i-1959.jpg,anger,MIN,"bright, many colours,clear",,,annotator_239
richard-mortensen_ajaccio-i-1959.jpg,anger,MIN,its look like kids drawing,,,annotator_208
richard-mortensen_ajaccio-i-1959.jpg,anger,MIN,Use of soothing colors and nice abstract art,,,annotator_21
richard-mortensen_ajaccio-i-1959.jpg,anger,MAX,the ill-fitting shapes are like a doll twisted into awkward angles,,,annotator_110
richard-mortensen_ajaccio-i-1959.jpg,anger,MAX,These elements with jagged edges seem in conflict with each other.,,,annotator_28
richard-mortensen_ajaccio-i-1959.jpg,anger,MAX,half evil man mask and mouth full of water,,,annotator_147
richard-mortensen_ajaccio-i-1959.jpg,anger,MAX,The ugly brown shape reminds me of an obscene gesture made by a cery angry person.,,,annotator_28
richard-mortensen_ajaccio-i-1959.jpg,disgust,MIN,The colors are bright and vibrant,,,annotator_197
richard-mortensen_ajaccio-i-1959.jpg,disgust,MIN,it looks more like a  colorful,,,annotator_202
richard-mortensen_ajaccio-i-1959.jpg,disgust,MIN,The choice of flat colors and it's smooth looking surface.,,,annotator_242
richard-mortensen_ajaccio-i-1959.jpg,disgust,MIN,it looks eclectic,,,annotator_98
richard-mortensen_ajaccio-i-1959.jpg,disgust,MIN,bright color so better feel,,,annotator_280
richard-mortensen_ajaccio-i-1959.jpg,disgust,MAX,atmospheric art design,,,annotator_100
richard-mortensen_ajaccio-i-1959.jpg,disgust,MAX,MIXTURE OF MULTI COLOR ART MAKE ME EVOKES,,,annotator_66
barnett-newman_moment-1946.jpg,anger,MIN,I find all this muted gray to be rather calming.,,,annotator_28
barnett-newman_moment-1946.jpg,anger,MIN,muted pastel colors,,,annotator_258
barnett-newman_moment-1946.jpg,anger,MIN,"The gray gentle waves evoke mourning, but not anger.",,,annotator_28
barnett-newman_moment-1946.jpg,anger,MIN,"This is just rain running down a window pane--just depressing, not angry.",,,annotator_260
barnett-newman_moment-1946.jpg,anger,MIN,"It looks like wood, maybe fence slats with a space",,,annotator_117
barnett-newman_moment-1946.jpg,anger,MIN,Bland colors and straight lines,,,annotator_285
barnett-newman_moment-1946.jpg,anger,MIN,"This is a restrained, composed painting, static, peaceful.",,,annotator_28
barnett-newman_moment-1946.jpg,anger,MIN,It's plain and more organized.,,,annotator_182
barnett-newman_moment-1946.jpg,anger,MIN,laden with ennui,,,annotator_32
barnett-newman_moment-1946.jpg,anger,MIN,SIMPLY LIKE A A PVC DOOR,,,annotator_284
barnett-newman_moment-1946.jpg,fear,MIN,"Looks like two boards - comfy, but not scary.",,,annotator_28
barnett-newman_moment-1946.jpg,fear,MIN,reminds of lamination,,,annotator_240
barnett-newman_moment-1946.jpg,fear,MIN,LONG STRIP NOT MAKE ME FEAR,,,annotator_66
barnett-newman_moment-1946.jpg,fear,MIN,just a door like picture,,,annotator_125
barnett-newman_moment-1946.jpg,fear,MIN,straight line make me less fear,,,annotator_66
barnett-newman_moment-1946.jpg,fear,MIN,"It looks sad, but steely, like an unbending spine of determination",,,annotator_316
barnett-newman_moment-1946.jpg,fear,MIN,natural stiff antique,,,annotator_306
barnett-newman_moment-1946.jpg,fear,MIN,single strip make me least fear,,,annotator_66
barnett-newman_moment-1946.jpg,fear,MAX,The dark colors look like the skeleton of a nightmare.,,,annotator_285
barnett-newman_moment-1946.jpg,fear,MAX,Looks like two ghosts side by side streaming by.,,,annotator_28
barnett-newman_moment-1946.jpg,fear,MAX,Looking this image is door,,,annotator_172
barnett-newman_moment-1946.jpg,fear,MAX,Like a curtain slowly opening to something frightening.,,,annotator_62
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,anger,MIN,like a street fair,,,annotator_36
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,anger,MIN,"The bright colors and shapes resemble confetti, conveying a festive mood",,,annotator_197
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,anger,MIN,This reminds me of peaceful decorative miniprint wallpaper.,,,annotator_28
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,anger,MIN,The miniprint design with complementary colors  is pleasing to the eye.,,,annotator_28
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,anger,MIN,looks like a nice field of flowers,,,annotator_257
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,anger,MIN,Looks like a peaceful mosaic to me.,,,annotator_28
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,anger,MIN,Nothing very angry about a pleasing miniprint.,,,annotator_28
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,anger,MIN,The bright colors look like jelly beans.,,,annotator_285
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,anger,MIN,All of the little dots look like candy.,,,annotator_285
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,anger,MIN,"makes me think of a crowded beach party, or an outdoor concert. Fun, festive, popping",,,annotator_316
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,anger,MAX,red angry storm clouds,,,annotator_249
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,anger,MAX,feel very dark,,,annotator_280
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,happiness,MIN,DEEP ROSE COLOR MAKE ME LESS HAPPINESS,,,annotator_66
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,happiness,MIN,The mishmash of red and other colors seems disorderly and chaotic.,,,annotator_181
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,happiness,MIN,fusion of colors make me less a happy,,,annotator_66
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,happiness,MAX,paint little collapse,,,annotator_280
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,happiness,MAX,beautiful and attractive design and color,,,annotator_234
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,happiness,MAX,"very bright and colourful, cheerful",,,annotator_239
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,happiness,MAX,The bright colored shapes suggest confetti,,,annotator_197
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,happiness,MAX,reminds of freedom,,,annotator_240
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,happiness,MAX,It's a crowded beach on the fourth of July,,,annotator_316
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,happiness,MAX,The colors are bright and vibrant,,,annotator_197
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,happiness,MAX,"brightness,color and design",,,annotator_234
princess-fahrelnissa-zeid_the-arena-of-the-sun-1954.jpg,happiness,MAX,BRIGHT COLOR INDICATE ME HAPPY,,,annotator_66
friedel-dzubas_ascona-1976.jpg,anger,MIN,Green mountain in the sunset,,,annotator_249
friedel-dzubas_ascona-1976.jpg,anger,MIN,"Abstract illustration of sun, mountains and land",,,annotator_290
friedel-dzubas_ascona-1976.jpg,anger,MIN,reminds me of my daughter's artwork,,,annotator_23
friedel-dzubas_ascona-1976.jpg,anger,MIN,"brightness,color and design",,,annotator_234
friedel-dzubas_ascona-1976.jpg,anger,MIN,The calming colors,,,annotator_225
friedel-dzubas_ascona-1976.jpg,anger,MIN,They are light and calm pastel colors.,,,annotator_198
friedel-dzubas_ascona-1976.jpg,anger,MIN,The yellow gives the painting a more happy feel,,,annotator_120
friedel-dzubas_ascona-1976.jpg,anger,MIN,bright colors and design,,,annotator_125
friedel-dzubas_ascona-1976.jpg,anger,MAX,The orange and red wedges are hurling thenselves into the green shape in a fury.,,,annotator_28
friedel-dzubas_ascona-1976.jpg,anger,MAX,The red and orange shapes seem to be smashing into a wall in anger.,,,annotator_28
friedel-dzubas_ascona-1976.jpg,disgust,MIN,bright and happy,,,annotator_239
friedel-dzubas_ascona-1976.jpg,disgust,MIN,simple presentation and appearance,,,annotator_234
friedel-dzubas_ascona-1976.jpg,disgust,MIN,bright happy cheerful,,,annotator_306
friedel-dzubas_ascona-1976.jpg,disgust,MIN,The rainbow colors look like rays of sunlight.,,,annotator_285
friedel-dzubas_ascona-1976.jpg,disgust,MIN,peaceful brushes of colors,,,annotator_24
friedel-dzubas_ascona-1976.jpg,disgust,MIN,has happy colors,,,annotator_36
friedel-dzubas_ascona-1976.jpg,disgust,MIN,I like the bright colors it gives me hope,,,annotator_203
friedel-dzubas_ascona-1976.jpg,disgust,MIN,There is no pattern,,,annotator_138
friedel-dzubas_ascona-1976.jpg,disgust,MIN,just peaceful brush strokes and colors,,,annotator_24
friedel-dzubas_ascona-1976.jpg,disgust,MIN,"looks like a color swatch test, non-threatening",,,annotator_52
friedel-dzubas_ascona-1976.jpg,disgust,MIN,colourful and clear,,,annotator_239
friedel-dzubas_ascona-1976.jpg,disgust,MIN,Looks like a few brush strokes of different color paints only.,,,annotator_285
friedel-dzubas_ascona-1976.jpg,disgust,MIN,bright palette and childlike composition,,,annotator_32
friedel-dzubas_ascona-1976.jpg,disgust,MAX,merge of black color disgust me most,,,annotator_66
friedel-dzubas_ascona-1976.jpg,disgust,MAX,paint little collapse,,,annotator_280
friedel-dzubas_ascona-1976.jpg,disgust,MAX,astonishing art gallery,,,annotator_100
friedel-dzubas_ascona-1976.jpg,disgust,MAX,LOW DENSITY COLOR,,,annotator_284
friedel-dzubas_ascona-1976.jpg,disgust,MAX,The red and orange shapes seem to be pushing the green shape away in disgust.,,,annotator_28
marcelle-loubchansky_composition-abstraite-1982.jpg,anger,MIN,quite peaceful orange,,,annotator_235
marcelle-loubchansky_composition-abstraite-1982.jpg,anger,MAX,looks like blood on a wall,,,annotator_258
marcelle-loubchansky_composition-abstraite-1982.jpg,anger,MAX,feel very dark,,,annotator_280
marcelle-loubchansky_composition-abstraite-1982.jpg,anger,MAX,"darkness,design and appearance",,,annotator_234
marcelle-loubchansky_composition-abstraite-1982.jpg,anger,MAX,The fiery red colors evoke a sense of rage,,,annotator_197
marcelle-loubchansky_composition-abstraite-1982.jpg,anger,MAX,it looks so dark and intense.,,,annotator_211
marcelle-loubchansky_composition-abstraite-1982.jpg,anger,MAX,The colors and line patterns express a lot of activity.,,,annotator_285
marcelle-loubchansky_composition-abstraite-1982.jpg,anger,MAX,BLACK  AND DARK SHADOW,,,annotator_284
marcelle-loubchansky_composition-abstraite-1982.jpg,anger,MAX,"darkness,design and appearance",,,annotator_234
marcelle-loubchansky_composition-abstraite-1982.jpg,anger,MAX,DARK SHADOW RED SHADES FEELS ANGER,,,annotator_284
marcelle-loubchansky_composition-abstraite-1982.jpg,anger,MAX,feel very dark,,,annotator_280
marcelle-loubchansky_composition-abstraite-1982.jpg,anger,MAX,"darkness,design and appearance",,,annotator_234
marcelle-loubchansky_composition-abstraite-1982.jpg,anger,MAX,"murder, someone was obviously angry when they painted this",,,annotator_23
marcelle-loubchansky_composition-abstraite-1982.jpg,anger,MAX,Looks like an angry eruption,,,annotator_28
marcelle-loubchansky_composition-abstraite-1982.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
marcelle-loubchansky_composition-abstraite-1982.jpg,fear,MAX,black and white color make me fear,,,annotator_66
marcelle-loubchansky_composition-abstraite-1982.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
marcelle-loubchansky_composition-abstraite-1982.jpg,fear,MAX,Black and red clouds combine to create an ominous atmosphere.,,,annotator_28
marcelle-loubchansky_composition-abstraite-1982.jpg,fear,MAX,the shadowy darkness evokes menace,,,annotator_32
marcelle-loubchansky_composition-abstraite-1982.jpg,fear,MAX,absorbing clear art,,,annotator_100
marcelle-loubchansky_composition-abstraite-1982.jpg,fear,MAX,"looks like a murder scene, bloody, messy",,,annotator_23
marcelle-loubchansky_composition-abstraite-1982.jpg,fear,MAX,BLACK  HAVE MORE FIGURES,,,annotator_284
marcelle-loubchansky_composition-abstraite-1982.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
marcelle-loubchansky_composition-abstraite-1982.jpg,fear,MAX,The colors and brushstrokes are random and panicky,,,annotator_197
marcelle-loubchansky_composition-abstraite-1982.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
marcelle-loubchansky_composition-abstraite-1982.jpg,fear,MAX,The red splashes among the black background evoke fear and panic,,,annotator_197
marcelle-loubchansky_composition-abstraite-1982.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
marcelle-loubchansky_composition-abstraite-1982.jpg,fear,MAX,aesthetically pleasing design,,,annotator_100
marcelle-loubchansky_composition-abstraite-1982.jpg,fear,MAX,"darkness,design and appearance",,,annotator_234
albert-bitran_moins-visible-1972.jpg,anger,MIN,The colors are muddy and muted,,,annotator_197
albert-bitran_moins-visible-1972.jpg,anger,MIN,it contains blue,,,annotator_258
albert-bitran_moins-visible-1972.jpg,anger,MAX,ROUGH STOKES AND COLOR,,,annotator_284
albert-bitran_moins-visible-1972.jpg,anger,MAX,ROUGH STOKES AND COLOR,,,annotator_284
albert-bitran_moins-visible-1972.jpg,anger,MAX,Looks like what a person would feel like on the inside when angry.,,,annotator_253
albert-bitran_moins-visible-1972.jpg,anger,MAX,paint little collapse,,,annotator_280
albert-bitran_moins-visible-1972.jpg,anger,MAX,a man cutting a tree,,,annotator_278
albert-bitran_moins-visible-1972.jpg,anger,MAX,It is all jumbled and angry looking,,,annotator_160
albert-bitran_moins-visible-1972.jpg,anger,MAX,It has a devil like design. So we feel angry,,,annotator_125
albert-bitran_moins-visible-1972.jpg,sadness,MIN,Looks like a psychedelic sunrise to me.  Happy painting.,,,annotator_28
albert-bitran_moins-visible-1972.jpg,sadness,MIN,it looks like a woman,,,annotator_294
albert-bitran_moins-visible-1972.jpg,sadness,MIN,It looks like a figure that is buried in the dirt.,,,annotator_285
albert-bitran_moins-visible-1972.jpg,sadness,MIN,this is a happy little bluebird,,,annotator_271
albert-bitran_moins-visible-1972.jpg,sadness,MIN,black color of this art form make me unhappy,,,annotator_66
albert-bitran_moins-visible-1972.jpg,sadness,MIN,mixture of multi colors with dark combination make me sad,,,annotator_66
albert-bitran_moins-visible-1972.jpg,sadness,MAX,LOW DENSITY COLOR,,,annotator_284
albert-bitran_moins-visible-1972.jpg,sadness,MAX,"The blue (often associated with depression) seems to be simmering inside the brown body, about to burst out.",,,annotator_28
albert-bitran_moins-visible-1972.jpg,sadness,MAX,SOME FIGURES ARE THERE,,,annotator_284
albert-bitran_moins-visible-1972.jpg,sadness,MAX,gives troubled feelings,,,annotator_278
albert-bitran_moins-visible-1972.jpg,sadness,MAX,sad parrot fish hybrid,,,annotator_249
albert-bitran_moins-visible-1972.jpg,sadness,MAX,SOME FIGURES ARE THERE,,,annotator_284
david-kakabadze_sailboats-1921(1).jpg,anger,MIN,bright color so better feel,,,annotator_280
david-kakabadze_sailboats-1921(1).jpg,anger,MIN,the yellow and blue,,,annotator_258
david-kakabadze_sailboats-1921(1).jpg,anger,MIN,"There is something cold and geometric in this image, without anger being displayed.",,,annotator_28
david-kakabadze_sailboats-1921(1).jpg,anger,MIN,bright color so better feel,,,annotator_280
david-kakabadze_sailboats-1921(1).jpg,anger,MIN,teepees in the sun,,,annotator_147
david-kakabadze_sailboats-1921(1).jpg,anger,MIN,the triangular and wavy lines are like sails on a calm sea,,,annotator_110
david-kakabadze_sailboats-1921(1).jpg,anger,MIN,shade and geometric shapes,,,annotator_290
david-kakabadze_sailboats-1921(1).jpg,anger,MIN,the blue and yellow colors,,,annotator_258
david-kakabadze_sailboats-1921(1).jpg,anger,MAX,the whole picture looks agressive,,,annotator_239
david-kakabadze_sailboats-1921(1).jpg,disgust,MIN,"This is an elegant image with sharp angles and pretty colors, reminding me of a great city.",,,annotator_28
david-kakabadze_sailboats-1921(1).jpg,disgust,MIN,bright color so better feel,,,annotator_280
david-kakabadze_sailboats-1921(1).jpg,disgust,MIN,looks like a boat,,,annotator_278
david-kakabadze_sailboats-1921(1).jpg,disgust,MIN,"These multicolored bars remind me of solidarity, not disgust.",,,annotator_28
david-kakabadze_sailboats-1921(1).jpg,disgust,MIN,The colors provide a calming effect and the use of shapes provides a less disgusting feeling.,,,annotator_89
david-kakabadze_sailboats-1921(1).jpg,disgust,MIN,the peaks and folds are a ceremonial tent for native people,,,annotator_110
gerardo-dottori_explosion-of-red-on-green-1910.jpg,anger,MAX,paint little collapse,,,annotator_280
gerardo-dottori_explosion-of-red-on-green-1910.jpg,anger,MAX,Those jagged red lines suggest anger.,,,annotator_28
gerardo-dottori_explosion-of-red-on-green-1910.jpg,anger,MAX,Anything red and jagged reminds me of anger.,,,annotator_28
